Measure_Name,Staff_Number,Month,Passed_Count,Denominator
PUL03,22197,2017-08-01,24,27
PUL03,22197,2017-10-01,18,19
PUL03,22197,2017-12-01,15,15
PUL03,22199,2017-08-01,25,26
PUL03,22199,2017-09-01,23,23
PUL03,22199,2017-10-01,20,20
PUL03,22199,2017-12-01,18,18
PUL03,22200,2017-10-01,6,10
PUL03,22200,2017-12-01,8,10
PUL03,22229,2017-07-01,17,17
PUL03,22229,2017-08-01,25,25
PUL03,22229,2017-09-01,22,25
PUL03,22229,2017-10-01,34,35
PUL03,22229,2017-11-01,28,32
PUL03,22229,2017-12-01,19,20
PUL03,22231,2017-11-01,7,10
PUL03,22231,2017-12-01,10,11
PUL03,22274,2017-08-01,10,10
PUL03,22274,2017-10-01,11,11
PUL03,22274,2017-11-01,10,10
PUL03,22275,2017-07-01,15,17
PUL03,22275,2017-08-01,50,51
PUL03,22275,2017-09-01,28,28
PUL03,22275,2017-10-01,30,31
PUL03,22275,2017-11-01,20,21
PUL03,22275,2017-12-01,39,40
PUL03,22281,2017-07-01,32,33
PUL03,22281,2017-08-01,43,43
PUL03,22281,2017-09-01,35,36
PUL03,22281,2017-10-01,18,18
PUL03,22281,2017-11-01,16,16
PUL03,22281,2017-12-01,17,17
PUL03,22293,2017-07-01,28,28
PUL03,22293,2017-08-01,29,29
PUL03,22293,2017-09-01,18,18
PUL03,22293,2017-10-01,19,19
PUL03,22293,2017-11-01,21,23
PUL03,22293,2017-12-01,17,19
PUL03,22297,2017-08-01,8,10
PUL03,22297,2017-11-01,12,12
PUL03,22297,2017-12-01,16,17
PUL03,22299,2017-07-01,20,20
PUL03,22299,2017-08-01,15,15
PUL03,22299,2017-10-01,20,21
PUL03,22306,2017-08-01,14,15
PUL03,22325,2017-07-01,21,22
PUL03,22325,2017-08-01,18,18
PUL03,22325,2017-09-01,12,12
PUL03,22325,2017-12-01,18,18
PUL03,22326,2017-07-01,11,12
PUL03,22326,2017-08-01,12,14
PUL03,22326,2017-09-01,13,13
PUL03,22326,2017-10-01,16,18
PUL03,22326,2017-12-01,10,10
PUL03,22327,2017-07-01,9,11
PUL03,22327,2017-08-01,9,10
PUL03,22327,2017-09-01,11,11
PUL03,22327,2017-10-01,7,10
PUL03,22327,2017-11-01,14,21
PUL03,22327,2017-12-01,19,19
PUL03,22328,2017-07-01,14,14
PUL03,22328,2017-11-01,11,11
PUL03,22331,2017-07-01,18,18
PUL03,22331,2017-08-01,16,17
PUL03,22331,2017-09-01,19,19
PUL03,22331,2017-11-01,19,21
PUL03,22331,2017-12-01,11,12
PUL03,22369,2017-08-01,11,11
PUL03,22399,2017-10-01,19,20
PUL03,22404,2017-10-01,12,12
PUL03,22404,2017-11-01,21,29
PUL03,22404,2017-12-01,22,27
PUL03,22412,2017-11-01,11,14
PUL03,22412,2017-12-01,15,15
PUL03,22419,2017-12-01,13,13
PUL03,22420,2017-12-01,11,11
